id;name;typ;traeger;ort;kanton;region;datum_von;datum_bis;datum_status;turnus;publikum;url;abrufdatum;beleg;deadline_aktion;deadline_typ;kosten;zugang;alter_max;wohnsitz;notiz
2026-10_literaturhaus-thurgau;Literaturhaus Thurgau / Bodmanhaus;Reihe;Thurgauische Bodman-Stiftung;Gottlieben;TG;DCH;2026-10-21;2026-12-03;bestaetigt;laufend;Breitenpublikum;https://literaturhausthurgau.ch/programm/;2026-09-08;"Maren Wurster, 21. Okt., 19.30 Uhr; Judith Hermann, 28. Okt., 19.30 Uhr";;;OFFEN;;;;Kleines Haus mit dichtem Abendprogramm und eigenem Literaturstipendium, Entscheidungswege kurz Postkarte muss rund vier Wochen vor dem Termin vor Ort liegen, der Druck davor - Frist aus dem Veranstaltungsdatum gerechnet, nicht publiziert
2026-10_woerdz-luzern;woerdz - Das Spoken Word Festival;Festival;Verein woerdz;Luzern;LU;DCH;2026-10-21;2026-10-24;bestaetigt;zweijaehrlich;Breitenpublikum+Schreibende;https://woerdz.ch/;2026-09-08;Von Mittwoch 21. bis Samstag 24. Oktober 2026;OFFEN;Programmeingabe;OFFEN;;;;Wird alle zwei Jahre durchgefuehrt - naechste Ausgabe demnach 2028 ausserhalb des Zeitraums. Hauptbuehne Suedpol Luzern. Geschaeftsfuehrung Aline Pieth
2026-10_wortreich-glarus;Wortreich Buchhandlung und Antiquariat;Reihe;Wortreich Buchhandlung und Antiquariat, Glarus;Glarus;GL;DCH;2026-10-22;2026-10-22;bestaetigt;laufend;Breitenpublikum;https://www.kulturbuchhandlung.ch/lesungen/;2026-09-08;Donnerstag, 22. Oktober 2026, 19 Uhr, Caroline Roger, Unter Gästen, Debütroman;;;CHF 20 / 15 Schüler und Studenten;;;;"Buchhandlung mit fester Lesereihe und damit Welle-1-Adresse für die Postkarten; programmiert ausdrücklich Debütromane — inhaltlich der passendste Buchhandlungsort dieser Liste Postkarte muss rund vier Wochen vor dem Termin vor Ort liegen, der Druck davor - Frist aus dem Veranstaltungsdatum gerechnet, nicht publiziert"
2026-10_festival-rilke-locarno-ascona;Festival Rilke 2026 – Locarno / Ascona;Festival;Fondation Rilke mit Teatro del Tempo;Locarno;TI;ICH;2026-10-23;2026-10-25;bestaetigt;einmalig;Breitenpublikum+Fachpublikum;https://www.fondationrilke.ch/actualites/festival-rilke-2026;2026-09-08;du 23 au 25 octobre 2026 a Locarno / Ascona;KEINE;KEINE;OFFEN, Apero im Teilnahmebeitrag inbegriffen;;;;"Tessiner Etappe des viersprachigen Rilke-Jubilaeumsfestivals zum 100. Todestag; weitere Etappen Soglio (GR), Winterthur/Berg am Irchel und Sierre. Verbindet Deutschschweiz, Romandie und Ticino"
2026-10_schreibszene-kurzgeschichten-zh;Workshop: Kurzgeschichten [Kleingruppe];Kurs;Theorie & Praxis GmbH (Schreibszene);Zürich;ZH;DCH;2026-10-24;2026-10-24;bestaetigt;einmalig;Schreibende;https://schreibszene.ch/schreibkurse-literarisch/;2026-09-08;24.10.2026 Workshop: Kurzgeschichten [Kleingruppe] Zürich aeB 380 CHF;KEINE;KEINE;CHF 380 Kursgebühr;;;;Anbieter steht in der SWOT (Nr. 12). Kursprogramm endet auf der Seite am 05.12.2026 - für 2027 ist nichts publiziert
2026-10_schreibszene-seele-olten;Schreiben für die Seele [Kleingruppe];Kurs;Theorie & Praxis GmbH (Schreibszene);Olten;SO;DCH;2026-10-25;2026-10-25;bestaetigt;einmalig;Schreibende;https://schreibszene.ch/schreibkurse-literarisch/;2026-09-08;25.10.2026 Schreiben für die Seele [Kleingruppe] Olten Flörli 380 CHF;KEINE;KEINE;CHF 380 Kursgebühr;;;;In der SWOT enthalten. Gleicher Ort wie die Schreibjahr-Basis Olten
2026-10_weinfelder-buchtage;10. Weinfelder Buchtage;Festival;Verein weinfelder buchtage;Weinfelden;TG;DCH;2026-10-27;2026-11-01;bestaetigt;jaehrlich;Breitenpublikum;https://buchtage.ch/;2026-09-08;Die 10. Weinfelder Buchtage finden vom Dienstag 27. Okt. bis Sonntag 1. Nov 2026 statt;;;OFFEN;;;;Im Kulturlokal Goldener Dachs Schulstrasse 1 Weinfelden Sonntagslesungen im Rathaussaal. Verein seit 2022. Kleines Format mit erreichbarem OK. Postkarte muss rund vier Wochen vor dem Termin vor Ort liegen, der Druck davor - Frist aus dem Veranstaltungsdatum gerechnet, nicht publiziert
2026-10_coalmine-winterthur;COALMINE Café Winterthur;Reihe;Volkart Stiftung;Winterthur;ZH;DCH;2026-10-27;2026-12-01;bestaetigt;laufend;Breitenpublikum;https://www.coalmine.ch/programm/;2026-09-08;"27. Oktober 2026: Yael Inokai, Die Auster; 10. November 2026: Martina Hefter";;;OFFEN;;;;"Spielort der Literarischen Vereinigung, programmiert daneben eigene Lesungen und eine Dokfilmreihe; genannte Kontaktperson kuratiert den Film-, nicht den Literaturteil Postkarte muss rund vier Wochen vor dem Termin vor Ort liegen, der Druck davor - Frist aus dem Veranstaltungsdatum gerechnet, nicht publiziert"
2026-10_literarische-vereinigung-winterthur;Literarische Vereinigung Winterthur;Reihe;Literarische Vereinigung Winterthur;Winterthur;ZH;DCH;2026-10-27;2026-12-01;bestaetigt;monatlich;Breitenpublikum;https://dieliterarische.ch/;2026-09-08;27. Oktober 2026, 19.30 Uhr, Yael Inokai: Die Auster, Coalmine Café;OFFEN;Programmeingabe;CHF 20, CHF 10 mit Legi, Mitglieder gratis;;;;"Verein mit rund 200 Mitgliedern, Defizitgarantie der Stadt Winterthur; acht bis zehn Lesungen pro Jahr im Coalmine, Programm erscheint halbjährlich — Programmschluss ist der Andockpunkt"
2026-10_literaturblatt-buchtaufe-heusser;Buchtaufe Einer wie Heusser edition bücherlese;Einzelveranstaltung;edition bücherlese;Brunnen;SZ;DCH;2026-10-28;2026-10-28;bestaetigt;einmalig;Breitenpublikum;https://literaturblatt.ch/veranstaltungen/;2026-09-08;Buchtaufe Einer wie Heusser edition bücherlese - am 28. Oktober in Brunnen SZ 19:30-21:00;KEINE;KEINE;OFFEN;;;;Gefunden über literaturblatt.ch - dem Blog von Gallus Frei-Tomic (Buchempfehlungen seit 2016) mit eigener Veranstaltungsagenda. Der Blog ist der relevanteste unabhängige Literaturblog der Deutschschweiz und selbst ein Andockpunkt
2026-10_literaturhaus-wyborada;Literaturhaus & Bibliothek Wyborada St. Gallen;Reihe;Verein Wyborada;St. Gallen;SG;DCH;2026-10-28;2026-10-28;bestaetigt;laufend;Breitenpublikum+Schreibende;https://www.wyborada.ch/;2026-09-08;Mittwoch, 28. Oktober 2026, 20 Uhr, LooT #13 mit Ursula Krechel, Lokremise;;;CHF 25 / 20 ermässigt;;;;"Literaturhaus St. Gallen, 2019 vom Verein Wyborada gegründet; führt neben Lesungen eigene Schreib- und Lesegruppen — Haus mit der grössten Nähe zu schreibenden Erwachsenen in der Ostschweiz Postkarte muss rund vier Wochen vor dem Termin vor Ort liegen, der Druck davor - Frist aus dem Veranstaltungsdatum gerechnet, nicht publiziert"
2026-10_sbvv-kreative-events-buchhandel;Webinar Kreative Events im Buchhandel (SBVV);Kurs;Schweizer Buchhandels- und Verlags-Verband SBVV;online;CH;national;2026-10-28;2026-10-28;bestaetigt;einmalig;Branche;https://www.sbvv.ch/kurs/986/3/;2026-09-08;"Mittwoch, 28. Oktober 2026 von 9:00 - 13:00 Uhr online; Anmeldeschluss 21.10.2026";2026-10-21;Einreichfrist;CHF 240 Mitglieder / CHF 290 Nichtmitglieder;;;;Referentinnen Sarah Lippasson und Carolin Reif. Thema Veranstaltungsformate im Buchhandel - direkter Andockpunkt fuer die Postkarten-Aktion
2026-10_burgdorfer-krimitage;Burgdorfer Krimitage 2026 FILZ;Festival;Burgdorfer Krimitage (Verein);Burgdorf;BE;DCH;2026-10-30;2026-11-08;bestaetigt;zweijaehrlich;Breitenpublikum;https://www.krimitage.ch/krimitage2026/;2026-09-08;Die Krimitage Burgdorf 2026 finden vom 30. Oktober bis 8. November 2026 statt;OFFEN;Programmeingabe;OFFEN;;;;Motto FILZ. Turnus auf der Seite nicht explizit - Vorgaengerausgabe war 2024 also mutmasslich zweijaehrlich. Naechste Ausgabe demnach 2028 ausserhalb des Zeitraums
2026-10_zh-projektbeitrag-literatur;Projektbeiträge Literatur Kanton Zürich;Ausschreibung;Fachstelle Kultur Kanton Zürich;Zürich;ZH;DCH;2026-10-31;2026-10-31;bestaetigt;jaehrlich;Branche;https://www.zh.ch/de/sport-kultur/kultur/kulturfoerderung/kulturschaffende-projekte/literatur.html;2026-09-08;Eingabetermine 28. Februar 30. Juni 31. Oktober;2026-10-31;Einreichfrist;0;wohnsitz;;Kanton ZH (Projektort);für Salon — für Literaturfestivals und -reihen im Kanton Zürich mit mindestens drei Veranstaltungen, Eingabe mindestens drei Monate vor der ersten Veranstaltung. Drei Termine pro Jahr: 28.2., 30.6., 31.10. [Zugang: qualitativ hochwertige Literaturfestivals und -reihen im Kanton Zuerich mit regionaler Aus]
2026-10_wyborada-textcafe;Textcafé (Literaturhaus Wyborada);Reihe;Verein Wyborada;St. Gallen;SG;DCH;2026-10-31;2026-11-28;bestaetigt;monatlich;Schreibende;https://www.wyborada.ch/;2026-09-08;Textcafé, Leitung Ruth Erat, Samstag 17 Uhr, 26.9., 31.10., 28.11.2026;OFFEN;OFFEN;OFFEN;;;;Monatliches Treffen für Autorinnen und Autoren im Atelier der Bibliothek — das Publikum in diesem Raum ist die Zielgruppe des Schreibjahrs selbst
2026-10_schreibszene-idee-buch-zh;Von der Idee zum Buch [Kleingruppe];Kurs;Theorie & Praxis GmbH (Schreibszene);Zürich;ZH;DCH;2026-10-31;2026-10-31;bestaetigt;einmalig;Schreibende;https://schreibszene.ch/schreibkurse-literarisch/;2026-09-08;31.10.2026 Von der Idee zum Buch [Kleingruppe] Zürich aeB 380 CHF;KEINE;KEINE;CHF 380 Kursgebühr;;;;In der SWOT enthalten. Titel verspricht dasselbe wie das Schreibjahr - für einen Tag statt zwölf Monate
2026-10_be-tete-a-tete;Wettbewerb tête-à-tête Kulturvermittlung;Ausschreibung;Amt für Kultur Kanton Bern und Stanley Thomas Johnson Stiftung;Bern;BE;DCH;2026-10-31;2026-10-31;bestaetigt;zweijaehrlich;Fachpublikum;https://www.kultur.bkd.be.ch/de/start/themen/kulturfoerderung/aktuelle-ausschreibungen-kulturfoerderung.html;2026-09-08;Kulturvermittlung Wettbewerb tête-à-tête Publikationstermin 01.09.2026 Eingabefrist 31.10.2026;2026-10-31;Einreichfrist;0;publikation;;Kanton BE (Schule und Projekt);für Salon — Kulturvermittlungsförderung bis CHF 30000, setzt aber eine Kooperation mit einer Berner Schule und Projektstart im Schuljahr 2027/28 voraus, passt deshalb nur bei einem eigenen Schulformat [Zugang: Professionelle, schulexterne Kulturschaffende aller Sparten. Kulturelle Einrichtungen alle]
2026-11_schreibwerk-ost-novemberschreiben;Novemberschreiben 2026;Kurs;Schreibwerk Ost;online;CH;national;2026-11-01;2026-11-30;bestaetigt;jaehrlich;Schreibende;https://www.schreibwerk-ost.ch/naechste-schreibseminare;2026-09-08;1.-30. November Novemberschreiben 2026 online gratis;OFFEN;OFFEN;0;;;;Gratis-Angebot des grössten Deutschschweizer Mitbewerbers - reichweitenstarker Lead-Kanal genau im Monat vor der Schreibjahr-Anmeldephase. In der SWOT nicht erfasst
2026-11_bibliothek-hauptpost-st-gallen;Bibliothek Hauptpost (Kantons- und Stadtbibliothek St. Gallen);Reihe;Bibliothek Hauptpost, Kantons- und Stadtbibliothek St. Gallen;St. Gallen;SG;DCH;2026-11-02;2026-12-14;bestaetigt;laufend;Breitenpublikum;https://www.bibliosg.ch/home/veranstaltungen/agenda.html;2026-09-08;2. November 2026, 18.30 Uhr, Abendlesung mit Antje Ziegler;;;OFFEN;;;;"Agenda ist stark von Einführungs- und Vermittlungsformaten geprägt, Lesungen sind einzelne Abende; Kantonsbibliothek Vadiana gehört zum selben Haus und führt Themenführungen Postkarte muss rund vier Wochen vor dem Termin vor Ort liegen, der Druck davor - Frist aus dem Veranstaltungsdatum gerechnet, nicht publiziert"
2026-11_schaffhauser-buchwoche;Schaffhauser Buchwoche 2026;Festival;Verein Schaffhauser Buchwoche;Schaffhausen;SH;DCH;2026-11-02;2026-11-15;bestaetigt;jaehrlich;Breitenpublikum;https://www.schaffhauserbuchwoche.ch/;2026-09-08;Vom 2. bis 15. November findet die Schaffhauser Buchwoche 2026 statt;;;OFFEN;;;;Besteht seit 1975 - zweiwoechiges Lesefest eines Vereins. Kleine Struktur mit Mitgliederversammlung - vergleichsweise leicht ansprechbar. Postkarte muss rund vier Wochen vor dem Termin vor Ort liegen, der Druck davor - Frist aus dem Veranstaltungsdatum gerechnet, nicht publiziert
2026-11_sbvv-arbeit-am-manuskript;Die Arbeit am Manuskript - Workshop an 2 Tagen (SBVV);Kurs;Schweizer Buchhandels- und Verlags-Verband SBVV;Zuerich;ZH;DCH;2026-11-04;2026-11-11;bestaetigt;jaehrlich;Branche+Fachpublikum;https://www.sbvv.ch/kurs/945/3/;2026-09-08;Mittwoch, 4. und 11. November 2026 jeweils von 9:15 - 17:00 Uhr;2026-10-28;Einreichfrist;CHF 690 Mitglieder / CHF 840 Nichtmitglieder;;;;Leitung Regula Walser, unabhaengige Lektorin. Lektoratsweiterbildung fuer Verlagsmitarbeitende - inhaltlich naechster Nachbar zum Lektoratsteil des Schreibjahrs
2026-11_dis-da-litteratura;Dis da litteratura 2026 per a per;Festival;Uniun per la Litteratura Rumantscha ULR;Chur;GR;DCH;2026-11-06;2026-11-08;bestaetigt;jaehrlich;Breitenpublikum+Schreibende;https://www.disdalitteratura.ch/de/;2026-09-08;Die naechsten Dis da litteratura finden am 6. 7. und 8. November 2026 in der Postremise Chur statt;OFFEN;Einreichfrist;OFFEN;;;;Raetoromanische Literaturtage seit 1990 in Domat/Ems jetzt Postremise Chur. Sprache Raetoromanisch - fuer das Schreibjahr nur relevant wenn eine teilnehmende Person romanisch schreibt. Angeschlossener Schreibwettbewerb Premi Term Bel
2026-11_buch-druckkunst-messe-frauenfeld;HPM26 Buch- und Druckkunst-Messe Frauenfeld;Messe;Buch- und Druckkunst-Messe Frauenfeld;Frauenfeld;TG;DCH;2026-11-06;2026-11-08;bestaetigt;zweijaehrlich;Branche+Fachpublikum+Breitenpublikum;https://www.buch-und-druckkunst-messe.ch/;2026-09-08;"6. bis 8. November 2026, Eisenwerk Frauenfeld; mehr als sechzig Ausstellerinnen und Aussteller";OFFEN;Standanmeldung;OFFEN;;;;Buchkuenstler, Druckgrafiker, Setzerinnen, Typografen, Verlage und Papiermacher. Anmeldefrist und Standkosten nicht auf der Seite - Turnus zweijaehrlich angenommen (HPM-Nummerierung)
2026-11_schreibszene-autobio-olten;Autobiografisches Schreiben [Kleingruppe];Kurs;Theorie & Praxis GmbH (Schreibszene);Olten;SO;DCH;2026-11-07;2026-11-07;bestaetigt;einmalig;Schreibende;https://schreibszene.ch/schreibkurse-literarisch/;2026-09-08;07.11.2026 Autobiografisches Schreiben [Kleingruppe] Olten Flörli 380 CHF;KEINE;KEINE;CHF 380 Kursgebühr;;;;In der SWOT enthalten. Trifft direkt Segment S1 (Lebensgeschichte) in Olten
2026-11_croque-livres-festival;Croque-Livres Festival;Festival;Société de Lecture de Genève;Genève;GE;FCH;2026-11-07;2026-11-08;angekuendigt;jaehrlich;Jugend+Breitenpublikum;https://www.webliterra.ch/rendez-vous-litteraires-romands/festivals-et-salons/;2026-09-08;sa. 7 nov. 10h00-17h00 und di. 8 nov. 2026, 10h00-17h00;OFFEN;Programmeingabe;OFFEN;;;;Kinder- und Jugendliteraturfestival. Fuer die Zielgruppe des Schreibjahrs nicht relevant. Programmseite der Societe de Lecture am 08.09.2026 nicht aufgeschaltet, Beleg ueber Webliterra
2026-11_salon-des-petits-editeurs;Salon des Petits Éditeurs;Messe;Éditions Encre Fraîche;Chêne-Bougeries;GE;FCH;2026-11-07;2026-11-07;bestaetigt;jaehrlich;Breitenpublikum+Branche;https://www.petitsediteurs.ch/;2026-09-08;"Samedi 7 novembre 2026, 9h30 a 18h00; 12e edition";OFFEN;Standanmeldung;OFFEN;;;;Rund 45 Kleinverlage in zwei Saelen (Salle Jean-Jacques Gautier und Espace Nouveau Vallon). Anmeldemodalitaeten fuer Aussteller nicht online
2026-11_vorbereitungstag-1;Vorbereitungstag Schreibjahr 1;Kurs;Salon der Kuenste;Olten;SO;DCH;2026-11-07;2026-11-07;bestaetigt;einmalig;Schreibende;../00_Basis/ECKDATEN.md;2026-09-08;Vorbereitungstag: CHF 150.-, mit Gutschein 100.-;KEINE;KEINE;CHF 150, mit Gutschein 100;;;;"Erster von drei; Postkarten muessen vorher im Buchhandel liegen"
2026-11_buchbasel;Internationales Literaturfestival BuchBasel;Festival;Verein LiteraturBasel;Basel;BS;DCH;2026-11-13;2026-11-15;bestaetigt;jaehrlich;Breitenpublikum+Branche+Fachpublikum;https://www.buchbasel.ch/de/;2026-09-08;13.-15. November 2026;;;OFFEN;;;;Kuratiertes Festival - keine oeffentliche Programmeingabe gefunden. Anfrage an Geschaeftsstelle Theaterstrasse 22 4051 Basel noetig. Schweizer Buchpreis wird hier vergeben. Postkarte muss rund vier Wochen vor dem Termin vor Ort liegen, der Druck davor - Frist aus dem Veranstaltungsdatum gerechnet, nicht publiziert
2026-11_nuit-du-conte;La Nuit du conte en Suisse / Schweizer Erzählnacht / Notte del racconto;Einzelveranstaltung;Institut suisse Jeunesse et Médias (ISJM), Bibliomedia Suisse, UNICEF;landesweit;CH;national;2026-11-13;2026-11-13;bestaetigt;jaehrlich;Breitenpublikum+Jugend;https://isjm.ch/promotion-lecture/actions/nuit-du-conte/;2026-09-08;"La prochaine Nuit du conte aura lieu le vendredi 13 novembre 2026; theme Voci / Voix / Stimmen / Vuschs";OFFEN;Programmeingabe;0;;;;34. Ausgabe. Jede Institution meldet ihren eigenen Anlass an (Anmeldung ab August) - niederschwelliger Andockpunkt, Zielgruppe aber Kinder und Familien
2026-11_schweizer-erzaehlnacht;Schweizer Erzaehlnacht 2026 Stimmen;Einzelveranstaltung;Schweizerisches Institut fuer Kinder- und Jugendmedien SIKJM mit Bibliomedia Schweiz und UNICEF;landesweit;CH;national;2026-11-13;2026-11-13;bestaetigt;jaehrlich;Breitenpublikum+Jugend;https://sikjm.ch/lesen-foerdern/projekte/erzahlnacht/;2026-09-08;Die Erzaehlnacht 2026 findet am Freitag 13. November 2026 statt;OFFEN;Programmeingabe;0;;;;Dezentral - jede Institution kann eine eigene Erzaehlnacht anmelden und wird in die nationale Liste aufgenommen. Keine Frist genannt. Niederschwelligster Andockpunkt im ganzen Raster
2026-11_schweizer-erzaehlnacht-so;Schweizer Erzählnacht 2026;Einzelveranstaltung;Bibliotheken und Schulen schweizweit, koordiniert kantonal;Olten;SO;DCH;2026-11-13;2026-11-13;bestaetigt;jaehrlich;Breitenpublikum+Jugend;https://lesen.so.ch/agenda/;2026-09-08;13.11.2026 Schweizer Erzählnacht, ganze Schweiz;OFFEN;Programmeingabe;OFFEN;;;;"Landesweiter Aktionstag, an dem hunderte Bibliotheken gleichzeitig programmieren; Hauptort hier Olten als Beleg-Quelle des Kantons Solothurn, Anlass findet in der ganzen Schweiz statt"
2026-11_schreibszene-kreativ-zh;Kreatives Schreiben [Kleingruppe];Kurs;Theorie & Praxis GmbH (Schreibszene);Zürich;ZH;DCH;2026-11-14;2026-11-14;bestaetigt;einmalig;Schreibende;https://schreibszene.ch/schreibkurse-literarisch/;2026-09-08;14.11.2026 Kreatives Schreiben [Kleingruppe] Zürich aeB 380 CHF;KEINE;KEINE;CHF 380 Kursgebühr;;;;In der SWOT enthalten
2026-11_fantastica-st-gallen;Buchmesse Fantastica St. Gallen 2026;Messe;Fantastica St. Gallen (Markus Kessler);St. Gallen;SG;DCH;2026-11-15;2026-11-15;bestaetigt;jaehrlich;Branche+Breitenpublikum;https://fantastica-stgallen.ch/aussteller/anmelden/;2026-09-08;Verlage CHF 250, Selfpublisher ganzer Tisch CHF 150, halber Tisch CHF 90;OFFEN;Standanmeldung;CHF 250 Stand Verlage, CHF 150 Selfpublisher ganzer Tisch, CHF 90 halber Tisch;;;;Messe fuer Kleinverlage und Selfpublisher, Lokremise St. Gallen, 15.11.2026, 10-17 Uhr. Stand 27.08.2026 ausgebucht, Warteliste - fuer 2027 frueh anmelden
2026-11_schweizer-buchpreis-verleihung;Verleihung des Schweizer Buchpreis 2026;Preis;Verein LiteraturBasel / SBVV;Basel;BS;DCH;2026-11-15;2026-11-15;bestaetigt;jaehrlich;Branche+Fachpublikum+Breitenpublikum;https://www.sbvv.ch/agenda/3/%C3%9Cber%20uns/Agenda;2026-09-08;15.11.2026 | Verleihung des Schweizer Buchpreis 2026 | Foyer Theater Basel, Basel | 11:00 Uhr;KEINE;KEINE;OFFEN;verlag;;CH oder 2 Jahre in CH (Autor:in);"Findet am Schlusstag der BuchBasel statt (13.-15.11.2026); Nominationen wurden am 10.9.2026 bekanntgegeben. Einreichung laeuft ueber die Verlage, nicht ueber Autor:innen. [Zugang: Verlage koennen im Einverstaendnis mit den Autor:innen maximal zwei Titel einreichen. Eige]"
2026-11_schreibszene-kurzgeschichten-olten;Workshop: Kurzgeschichten [Kleingruppe];Kurs;Theorie & Praxis GmbH (Schreibszene);Olten;SO;DCH;2026-11-15;2026-11-15;bestaetigt;einmalig;Schreibende;https://schreibszene.ch/schreibkurse-literarisch/;2026-09-08;15.11.2026 Workshop: Kurzgeschichten [Kleingruppe] Olten Flörli 380 CHF;KEINE;KEINE;CHF 380 Kursgebühr;;;;In der SWOT enthalten
2026-11_lesestadt-aadorf;Lesestadt Aadorf;Festival;Verein Lesestadt Aadorf;Aadorf;TG;DCH;2026-11-20;2026-11-22;bestaetigt;jaehrlich;Breitenpublikum;https://www.lesestadtaadorf.ch/;2026-09-08;20. bis 22. November 2026;OFFEN;Programmeingabe;OFFEN;;;;Junges Dorffestival mit Autor:innen Erzaehler:innen Journalist:innen und Spoken Word. Getragen von einem Verein mit Buchhandlung und Bibliothek. Genau die Groesse die fuer Patrick zugaenglich ist
2026-11_schreibcouch-vhs-thun-persoenlich;Persönliches Schreiben (Kurs 26-2-3301);Kurs;Schreibcouch Stefanie Carpintero / VHS Thun;Thun;BE;DCH;2026-11-23;2026-11-30;bestaetigt;einmalig;Schreibende;https://schreibcouch.ch/schreibkurse/;2026-09-08;Persönliches Schreiben (Kurs 26-2-3301) 23.-30.11.2026 montags 18-20 Uhr 100.- CHF;KEINE;KEINE;CHF 100;;;;In der SWOT als nicht belegbar vermerkt - jetzt mit Preis belegt
2026-11_buch-wien;BUCH WIEN 2026;Messe;BUCH WIEN GmbH / SBVV (Gemeinschaftsstand);Wien;AT;national;2026-11-25;2026-11-29;bestaetigt;jaehrlich;Branche+Breitenpublikum;https://www.sbvv.ch/fairDetail/203/8/BUCH%20WIEN;2026-09-08;"25.11.2026 - 29.11.2026; Anmeldeschluss: 06.05.2026; SBVV-Gemeinschaftsstand D15";2026-05-06;Standanmeldung;OFFEN;;;;Anmeldeschluss fuer den Schweizer Gemeinschaftsstand ist verstrichen. Direktverkauf am Stand erlaubt, 72'000 Besuchende 2025
2026-11_schreibwerk-ost-histor-romane;Historische Romane schreiben;Kurs;Schreibwerk Ost;Uesslingen Iselisberg;TG;DCH;2026-11-27;2026-11-28;bestaetigt;einmalig;Schreibende;https://www.schreibwerk-ost.ch/naechste-schreibseminare;2026-09-08;27.-28. November Historische Romane schreiben Iselisberg 490 CHF;KEINE;KEINE;CHF 490;;;;Anbieter steht in der SWOT
2026-11_schweizer-symposium-uebersetzerinnen;18. Schweizer Symposium fuer literarische Uebersetzer*innen;Tagung;A*dS Autorinnen und Autoren der Schweiz;Bern;BE;DCH;2026-11-28;2026-11-28;bestaetigt;jaehrlich;Fachpublikum+Schreibende+Branche;https://www.a-d-s.ch/uebersetzer-innensymposium/;2026-09-08;28. November: 18. Schweizer Symposium fuer literarische Uebersetzer*innen, Berner Generationenhaus, Bahnhofplatz 2;OFFEN;Einreichfrist;OFFEN;;;;Thema Beugen, articuler, flettere: uebersetzen mit Leib und Seele. Anmeldefrist und Kosten stehen nicht auf der Seite, nur ein Anmeldelink
2026-11_schreibszene-idee-buch-olten;Von der Idee zum Buch [Kleingruppe];Kurs;Theorie & Praxis GmbH (Schreibszene);Olten;SO;DCH;2026-11-28;2026-11-28;bestaetigt;einmalig;Schreibende;https://schreibszene.ch/schreibkurse-literarisch/;2026-09-08;28.11.2026 Von der Idee zum Buch [Kleingruppe] Olten Flörli 380 CHF;KEINE;KEINE;CHF 380 Kursgebühr;;;;In der SWOT enthalten und dort als Terminkollision markiert - eine Woche vor dem 2. Vorbereitungstag am 05.12.2026 am selben Ort
2026-11_schreibwerk-ost-idee-buch;Von der Idee zum Buch;Kurs;Schreibwerk Ost;Uesslingen Iselisberg;TG;DCH;2026-11-29;2026-11-29;bestaetigt;einmalig;Schreibende;https://www.schreibwerk-ost.ch/naechste-schreibseminare;2026-09-08;29. November Von der Idee zum Buch Iselisberg 280 CHF;KEINE;KEINE;CHF 280;;;;Anbieter steht in der SWOT. Zweites Angebot mit diesem Titel im November 2026 neben Schreibszene Olten am 28.11
2026-12_feierabenddrink-zuerich-liest;Feierabenddrink mit Zuerich liest;Einzelveranstaltung;Zuerich liest / SBVV;Zuerich;ZH;DCH;2026-12-02;2026-12-02;bestaetigt;monatlich;Branche+Fachpublikum;https://www.sbvv.ch/agenda/3/%C3%9Cber%20uns/Agenda;2026-09-08;02.12.2026 | Zuerich | Karl der Grosse, Bistrot | 19:00 Uhr;OFFEN;KEINE;OFFEN;;;;Wiederkehrender Branchentreff, weiterer Termin am 14.10.2026 am selben Ort. Anmeldung ueber ein Google-Formular, das in der SBVV-Agenda verlinkt ist
2026-12_kulturtipp-ausgabe-26;kulturtipp Ausgabe 26/26;Reihe;Konsumenteninfo AG / Ki Media GmbH;Zürich;CH;national;2026-12-03;2026-12-03;bestaetigt;laufend;Breitenpublikum;https://www.kimedia.ch/fileadmin/content/kimedia/Mediadaten_aktuell/D-Mediadaten-Kulturtipp_aktuell.pdf;2026-09-08;26/26 03.12.2026 Anzeigenschluss 25.11.2026 Druckmaterial 27.11.2026;;;1/4 Seite CHF 1200 - 1/8 Seite CHF 650 - 15% Kulturveranstaltungsrabatt;;;;Präziser Zielgruppentreffer für Segment S1: 52000 Leser pro Ausgabe - 76.7% sind 55-99 Jahre - 81% Interesse an Literatur (MACH Basic 2025-2). 9696 verkaufte Expl. Die Mediadaten enden mit Ausgabe 26/26 - für 2027 sind keine Termine publiziert. ACHTUNG: Quelle am 8.9.2026 nicht auslesbar (HTTP 403, im Browser nur als Download). Anzeigenschluss 25.11.2026 ist damit UNGEPRUEFT - vor dem Buchen bei kimedia nachfragen
2026-12_festival-rilke-sierre;Festival Rilke 2026 – Sierre / Muzot / Rarogne;Festival;Fondation Rilke;Sierre;VS;FCH;2026-12-04;2026-12-06;bestaetigt;einmalig;Breitenpublikum+Fachpublikum;https://www.fondationrilke.ch/actualites/festival-rilke-2026;2026-09-08;du 4 au 6 decembre 2026 a Sierre / Muzot / Rarogne;KEINE;KEINE;OFFEN, Apero im Teilnahmebeitrag inbegriffen;;;;"Schlussetappe des Festivals zum 100. Todestag Rilkes (29.12.1926); zweisprachiger Anlass an der Sprachgrenze, Reise und Unterkunft individuell"
